source	time	person	location	organization	miscellaneous
esquire	2013-08-26T11:10:00	hannibal|flanagan|claire mccaskill|jay nixon	bakken|great plains|alberta|kansas city|canada|texas|transcanada|okla.|bates county|kalamazoo river|missouri|gulf coast|cushing|chicago	"energy independence !, freedom|spearhead pipeline|flanagan south pipeline|gulf coast of texas|enbridge|flanagan south|calgary-based enbridge"	keystone xl
esquire	2013-08-23T16:00:00	yasiel puig|abe lincoln|medgar evers|john roberts|sorkin|angry jim|memorial day|jesus|jerry dantana|bryce harper|john lewis|king	d.c.|west wing	the newsroom|acn|operation genoa|permanent musical accompaniment to the last post of the week from the blog|day of jubilee	sands|village|germans|canadian
esquire	2013-08-23T15:00:00	how much|david miranda|jeffrey toobin|greenwald|abramson|glenn|toobin|glenn greenwald|miranda|larry marano|edward snowden|jill abramson	russia|boston|major kong|nuremberg|p.s.|nice|china|britain	Î¾ guardian|fisa court|nsa|international man of luggage|nazis|getty images the|Î¾ times|official secrets act	world war ii|u.s. constitution|germans|british|dick|chinese
esquire	2013-08-23T14:35:00	george orwell|connell|shaker aamer|aamer|ammar al-baluchi|james connell	uk|guantanamo bay|caribbean|cuba	camp|joint task force guantanamo|the gulag archipelago	rueful|british|guantanamo
esquire	2013-08-23T10:15:00	alex wong|pericles|jim inhofe|thomas more|robert bolt|don|coburn	oklahoma|muskogee|okla.	rule of law|getty images as|house of representative	republic
esquire	2013-08-22T16:50:00	george eastman|napoleon|alexander gardner|sun tsu	bavaria|ulm|austerlitz	the art of war|maneuver warfare|getty images there	napoleonic wars|austrian|western|the unfortunate mack|chinese
esquire	2013-08-22T15:10:00	ted cruz|william b. plowman|cruz|rich lowry|rich|roy blount|marie depaul|lowry	princeton|texas|harvard|fdr	sparklepants|getty images it|nbc|national review|tiger beat on the potomac|charles|u.s. supreme court|supreme court	h.w. brands|ivy league
esquire	2013-08-22T07:00:00	paul j. richards|martha|martin luther king|jefferson|clarence thomas|thomas jefferson	wisconsin|pennsylvania	voting rights act|getty images because|supreme court	republican-majority|caucasian
esquire	2013-08-21T17:30:00	fiore|paul|julian assange|roberto fiore|white man	niagara falls|texas|ontario	crazy uncle liberty|the path	new republic|italian|papist|european parliament
esquire	2013-08-21T16:30:00	christian	web	commonwealth|barely legal|crazy sleaze lady	lgm
esquire	2013-08-21T16:05:00	luke metzger|san angelo|barnhart	texas|west texas	great climate change hoax|environment texas	olympic-sized|guardian
esquire	2013-08-21T14:15:00	frank|dina rudick|joe biden	new orleans|michigan|florida|colorado|education	how bright horizons took care|bright horizons|mavericks|bain capital|bain capital over|new york times|boston globe|getty images as	capital one-new beginnings
esquire	2013-08-21T12:15:00	john roberts|judge cabranes|charlie savage|george w. bush|michael mukasey|john g. roberts|daniel richman|bill clinton|roberts|judge jos’© a. cabranes|bill kunstler	columbia	second circuit|freedom of information act|chief justice|national security agency|supreme court	republican-appointed|fisa
esquire	2013-08-21T11:35:00	louie gohmert|michele bachmann|bachmann|kerry bentivolio|santa claus|royal regent	michigan|world	us house of representatives|crazy people	greatest legislative body
esquire	2013-08-21T10:45:00	anderson cooper|remember fukushima|yoshihide suga|fukushima|shunichi tanaka	japan|beijing|china	ines|nra|level|nuclear regulation authority|foreign ministry|reuters|international nuclear event scale|international atomic energy agency|ines level|iaea	japanese
esquire	2013-08-20T17:00:00	michele bachmann|pat robertson|ankeny|chad brown|steve king|king	chad	iowa straw poll|national rifle association	christian
esquire	2013-08-20T14:45:00	scalia	short time|california|montana|bozeman	borgia|federalist society|fourteenth amendment|national security administration|supreme court justice antonin|supreme court	patriot act|constitution
esquire	2013-08-20T14:15:00	lepage|Î¾ anger|paul lepage|mark willis	quebec|maine|tampa	tea party|nbc|airing of the grievances|crazy uncle liberty|maine state committee|republican party|getty images you|national security agency	mainers|congressional republicans|romneybot|republican national convention
esquire	2013-08-20T10:30:00	ted kennedy|huber|carolyn huber|linda drewelow|scott brown|robert giroux	iowa|otis|massachusetts	optional video accompaniment to this post|chickasaw county|getty images|slow ride|mcdreamy family	foghat
esquire	2013-08-20T10:05:00	james earl ray|jeffrey toobin|david miranda|martin luther king|toobin|robert f. kennedy|king|miranda|edward snowden|kennedy	new yorker|the teevee	gun control act|be unpleasant|don|international man of luggage|bad historical analogy theater	british|irish
esquire	2013-08-19T12:35:00	emma stone|andrew garfield	sochi|uk|japan|wales|afghanistan|islands|hollywood|philippines|iraq|syria|egypt|gower peninsula	great pacific gyre	british
esquire	2013-08-19T11:15:00	covert action	iran	tpajax|cia|section iii|national front	shah|soviet
esquire	2013-08-19T10:45:00	anthony weiner|huma abedin|maureen dowd|bill moyers|purcell	wisconsin|north carolina	our national dialogue|the new york times|lincoln bedroom|who drinks is immortal and on set	clintons
esquire	2013-08-19T09:15:00	julian assange|assange|glenn greenwald|michael grunwald	uk	crazy uncle liberty|senator aqua buddha	icelandic|ecuadorian
esquire	2013-08-16T17:00:00	bob dylan|reince priebus	landau|giants stadium|denver|nebraska	e street channel|gop|heaven and hell|permanent musical accompaniment from the blog	entwistle|canadian|meeting across the river
esquire	2013-08-16T16:05:00	hillary clinton|rich lowry|jim crow|john lewis|lowry	ohio|florida|georgia|north carolina	national review|state election board|election day	south
esquire	2013-08-16T15:30:00	lovely wonkette|roberto gonzalez|piper|Î¾ palin	hefty farms|alaska|d.c.|earth	princess dumbass of the northwoods|getty images thanks|big mac|south dakota farm bureau	oreo
esquire	2013-08-16T12:05:00	annie jacobsen|jeffrey richelson|chris pocock	roswell	national security archive|getty images|las vegas sun|cia|most awesome man on television	roswell ufo|british|area 51
esquire	2013-08-16T10:40:00	bob costas|dave zirin|vladimir putin|carlos|john carlos|johnny weir	sochi|russia|mexico city	opening ceremony|ncaa|ioc|aclu|international olympic committee|civil rights movement	olympic|olympic charter|russians|olympics|blade|olympic games
esquire	2013-08-15T11:00:00	louie gohmert|michele bachmann|bachmann|fred caposella|tom|tom mcclintock|mcclintock|royal regent	aqueduct|california|el dorado hills|wall street|world	us house of representatives|crazy people|senator aqua buddha	greatest legislative body
esquire	2013-08-15T10:25:00	janet barresi|s. peoria|barresi	tulsa|oklahoma	da|permanent musical accompaniment to this feature|friedman of the plains|blog special heatstroke medical adviser|common core|spirit life church	maggie
esquire	2013-08-14T17:00:00	willie d. whiting|whiting|willie j. whiting|aqua buddha|rand paul|willie david whiting	tallahassee	hard part about believing in freedom|hillsborough county|leon county|miami-dade county	hellfire
esquire	2013-08-14T16:15:00	lee bright|bright|william wallace caucus|huckleberry	egypt|south carolina	muslim brotherhood|bold face|foreign policy stud|bring the kids|free saturday nite disembowelling	senator huckleberry
esquire	2013-08-14T12:05:00	tim crouse|marty nolan|jesus|germond|jack germond|thomas jefferson|nixon|pauline maier|crouse	statue of liberty|pennsylvania|new york city	mclaughlin group|the boys on the bus|pbs|founding era and ratification|the boston globe Î¾|the boston phoenix	mexican
esquire	2013-08-14T10:15:00	robert e. lee|lee|marye Îês heights|bin ladin	rappahannock river|old south|maryland|virginia|fredericksburg|potomac river	Î– north Î”|getty images|osama bin ladin|state|Î– welcome Î”|Î– welcome|Î– welcome center|welcome|welcome center|mythical nation of slavery	rappahannock
esquire	2013-08-13T16:15:00	ted cruz|preston scott|marco rubio|robert taft|rubio	florida	immigration reform|Î¾ tallahassee|dream act|lady liberty|kenyan usurper|future of the rebranded gop	cuban
esquire	2013-08-13T15:35:00	john roberts|hillary clinton|shelby county|justin sullivan|act|roberts|tom harkin	manchester|new hampshire|north carolina|des moines	chief justice|getty images|voting rights act|vra|day of jubilee	south
esquire	2013-08-13T09:15:00	louie gohmert|michele bachmann|bachmann|blake farenthold|farenthold|royal regent	texas|world	us house of representatives|crazy people|house of representatives	greatest legislative body|birther|kenyan
esquire	2013-08-12T15:40:00	james|john martorano|whitey bulger|bulger	boston|north end	fbi|whitey	italian|feds
esquire	2013-08-12T14:10:00	louie gohmert|clair|donald trump|gohmert|emperor loon|loons|orval faubus|trump	lake ontario|france|new york	our national dialogue|Îã god|clinton guy shocked by blowjobs|national archives|lord 's day|fcc|supreme court	the constitution|vatican
esquire	2013-08-09T17:25:00	ted cruz|sally ride|dean smith|bayard rustin|andy samberg|nancy pelosi|bill clinton|chris parnell|cory booker|reince priebus|ernie banks	iowa	she and him cd|manning|pissing off liberals|capitol initiative|the red hour|green|caramel brulee|permanent musical accompaniment for the last post of the week from the blog|capitol|big dog|medal of freedom|starbucks	canadian|responsible gun ownership
esquire	2013-08-08T15:15:00	david addington|dick cheney|c-plus augustus|komsomolskaya pravda|vladimir putin|sergei ryabkov|jeffrey harbeson|edward snowden|john yoo	russia	u.s. justice department|international man of luggage|foreign ministry|justice department|interfax|volga	russians|guantanamo
esquire	2013-08-08T13:30:00	lawrence|julia ioffe	vienna|russia|blogistan|moscow|kremlin	fbi|foreign policy Î¾|the obama	russians|new yorker|moscow-based|putin
esquire	2013-08-08T11:30:00	abraham lincoln|hooker|lyndon baines johnson|burnside|meade	antietam|virginia|d.c.|fredericksburg	east coast|lincoln Š—Ès|gettysburg campaign|lincoln|getty images|army of the potomac|siege of khe sahn|eastern theater|so lincoln|battle of antietam	civil war|state
esquire	2013-08-08T10:15:00	diane lane|chuck todd|chris hayes|priebus|maureen dowd|chuck|sean hannity|reince priebus|vince foster|chris matthews|tim russert|joe scarborough|hillary clinton|joe|rachel maddow|squint	iowa|iraq	nbc|having screaming fits|nbc news|good sisters|cool kidz|msnbc	clintons
esquire	2013-08-08T09:45:00	negro|deanna|ron enderle|deanne bartram|michael pomales|white|ahwatukee foothills|chandler|pomales|deanna bartram|black	black canyon city	desert vista high|about race|marines|university of arizona|bye bye black sheep|not racist	indian|half-white muslim !
esquire	2013-08-08T09:34:00	Î¾ fleming	austin	east texas-based grassroots america we the people	jeebus
esquire	2013-08-07T15:45:00	john the evangelist|kirk cameron	texas	optional musical accompaniment to this post|alex jones of patmos	muslim|bible
esquire	2013-08-07T15:15:00	bopp|marco rubio|fort myers|christian association|scott olson|weigel|rick santorum	austin|egypt	justice|u.s. house of representatives|defend the snowflake jesus babies and nuke the mullahs|young men|ramada inn|getty images the|ymca	american revolution|british
esquire	2013-08-07T14:45:00	nicole rizzi|sean canavan|jeffrey light|rizzi	bangladesh|columbia	rana plaza|mpd|columbia public employee information list|united students against sweatshop|in these times|dc metropolitan police department|usas|building safety	metro
esquire	2013-08-07T13:15:00	shinzo abe|abe|sorkin|fukushima	japan|pacific ocean|tokyo	fukushima daiichi|tokyo electric power co|tepco	olympic
esquire	2013-08-06T16:50:00	frank gaffney	aleppo|syria|iraq|middle east	british empire|ied|al qaeda-linked islamic state of iraq|ritz brothers	islamist|qaeda|sham
esquire	2013-08-06T16:20:00	zirin|dave zirin|alex rodriguez|hershey bars|molly --	east germany|yankee stadium|dominican republic	scott|the nation|northern marianas enterprise zone|greatest scandal there absolutely ever was|home depot|lg & m	basic agreement
esquire	2013-08-06T11:35:00	michele bachmann|terry branstad|branstad	iowa|new hampshire	Î¾ republican party of iowa|gop|gop straw poll|iowa straw poll|straw poll|wall street journal	indian
esquire	2013-08-06T11:20:00	mohammed atta|c-plus augustus|saxby chambliss	czechoslovakia|florida|historical|ups	meet the press	ford escort
esquire	2013-08-06T10:20:00	john henry|dustin pedroia|henry|tom edsall|bezos|fred hiatt|jeff bezos	cleveland	the allentown call|the washington post|the boston globe|globe|boston red sox	iran-iraq war
esquire	2013-08-06T09:30:00	drew angerer|chris wallace|eric cantor|cantor	georges bank	optional musical accompaniment to this post|getty images|fox news	schwinn
esquire	2013-08-05T15:15:00	edward snowden	kremlin	nsa|fifth amendments|reuters	fourth|major league baseball players association
esquire	2013-08-05T14:35:00	zangaro|kessler	munich|somalia|lancaster	united nations	internet
esquire	2013-08-05T14:15:00	peter pope|ross cardinal douthat	rome	archdiocese of stickupyerassopolis	west
esquire	2013-08-05T10:20:00	christine quinn|rick santorum|quinn|huma stayed	england|staten island|veal minor|o.k.|new york	lord 's morning|our national dialogue|times|new york times	christian|kardashians|hibernian|irish|people
esquire	2013-08-05T08:16:00	louie gohmert|michele bachmann|bachmann|campbell|reid|royal regent|reid ribble	wisconsin|blogistan|world	us house of representatives|catholic|eighth congressional district|church|heritage foundation|crazy people|no labels|catholic church	greatest legislative body
esquire	2013-08-02T16:00:00	mitchell	missouri farm|henry county|missouri|favorite	possibility of aliens|rock and roll hall of fame inductee|temporary musical accompaniment to the last post of the week by the substitute blogger|ufo network|mufon|mutual ufo network	mutilated cows found
