CardId	Year	Conference	Title	Evidence	Author Names
PMC2193724	2002	increases_activity	c-Jun NH-Terminal Kinase (JNK)1 and JNK2 Have Distinct Roles in CD8 T Cell Activation	 activating protein 1 complexes in activated Jnk1-/- CD8+ T cells could be due to decreased levels of c-Jun	activating protein 1;c-Jun
PMC2173366	2003	increases_activity	Differential regulation of cell motility and invasion by FAK	 Cas functioned to rescue FAK-/- v-Src	Cas;FAK-/- v-Src
PMC2699591	2009	increases_activity	A Requirement of Nudel and Dynein for Assembly of the Lamin B Spindle Matrix	 Nudel and dynein function upstream of LB3 to promote assembly of LB3-containing spindle matrix in a MT	Nudel;MT
PMC2173366	2003	increases_activity	Differential regulation of cell motility and invasion by FAK	 Adenoviral mediated FAK expression rescues FAK-/- v-Src invasion defects	FAK;FAK-/- v-Src
PMC2684528	2009	decreases_activity	Nudel and FAK as Antagonizing Strength Modulators of Nascent Adhesions through Paxillin	 Nudel Knockdown Impairs Nascent Cell Adhesion Independently of Rac1	Nudel;Rac1
PMC3063136	2011	increases_activity	"Dynamics of adherens junctions in epithelial establishment, maintenance, and remodeling"	 Cdc42-Par6-aPKC seems to induce the local activation of WASp	Cdc42-Par6-aPKC;WASp
PMC2680824	2009	increases_activity	Aryl hydrocarbon receptor pathway activation enhances gastric cancer cell invasiveness likely through a c-Jun-dependent induction of matrix metalloproteinase-9	 Above data demonstrated that c-Jun mediated MMP-9 expression induced by AhR pathway activation in AGS cells. c-Jun mediates TCDD-induced MMP-9 expression and activity. (A) TCDD induces c-Jun mRNA expression in a dose-dependent manner. (B) TCDD induces c-Jun protein expression in a dose-dependent manner. (C) TCDD induces c-Jun mRNA expression in a time-dependent manner. (D) TCDD induces c-Jun protein expression in a time-dependent manner. (E) resveratrol reverses TCDD-induced c-Jun mRNA expression. (F) resveratrol reverses TCDD-induced c-Jun protein expression. (G) c-Jun siRNA silences c-Jun mRNA expression. (H) c-Jun siRNA silences c-Jun protein expression. (I) c-Jun siRNA inhibits TCDD-induced MMP-9 mRNA expression. (J) c-Jun siRNA inhibits TCDD-induced MMP-9 activity increase.	TCDD;MMP-9
PMC2196192	2001	increases_activity	Protein kinase B phosphorylates AHNAK and regulates its subcellular localization	" induces cytoplasmic sequestration of several known substrates, among them FKHR                      and p21                    ; and (3) PKB"	FKHR;PKB
PMC3020987	2010	increases_activity	A Positive Feedback Loop of ER-Î±36/EGFR Promotes Malignant Growth of ER-negative Breast Cancer Cells	 ER-beta inhibited proliferation of breast cancer cells by repressing c-myc	ER-beta;c-myc
PMC2196396	1996	increases_activity	Proteolytic Activation of Protein Kinase C Î´ by an ICE/CED 3-like Protease Induces Characteristics of Apoptosis	 DMQD330N site activates PKCdelta	DMQD330N site;PKCdelta
PMC2173654	2003	increases_activity	"Processing by proprotein convertases is required for glypican-3 modulation of cell survival, Wnt signaling, and gastrulation movements"	" Wnt1 , constitutively active beta-catenin , DVL-1 , and , to a lesser extent , Wnt5A and Wnt7A activated the pTOPFLASH reporter , both in CHO-K1            and MCF-7 cells ( not depicted ) ."	Wnt5A;pTOPFLASH reporter
PMC2173366	2003	increases_activity	Differential regulation of cell motility and invasion by FAK	 Rac Q61L also functioned to promote high levels of JNK activity in DA2	Rac;DA2
PMC2995822	2010	increases_activity	Direct interaction between NHERF1 and Frizzled regulates Î_-catenin signaling	 Dvl recruitment and Wnt-induced beta-catenin	Dvl;beta-catenin
PMC2684528	2009	increases_activity	Nudel and FAK as Antagonizing Strength Modulators of Nascent Adhesions through Paxillin	 FAK Overexpression Induces Cell Edge Collapse in a Paxillin	FAK;Paxillin
PMC2684528	2009	increases_activity	Nudel and FAK as Antagonizing Strength Modulators of Nascent Adhesions through Paxillin	 ( B and C ) Nudel RNAi represses Rac1CA stimulated cell spreading independently of Cdc42 activity .	Nudel;Cdc42
PMC2678693	2009	increases_activity	Differential Expression of Activating Transcription Factor-2 and c-Jun in the Immature and Adult Rat Hippocampus Following Lithium-Pilocarpine Induced Status Epilepticus	" As the activating transcription factor-2 (ATF-2) and c-Jun are activated by c-Jun N-terminal kinase (JNK), these 2 proteins may be competitors in signal transduction cascades. , ATF-2 is a crucial transcription factor for the normal development of the brain in mammals. - c-Jun was reported to be involved in cell survival, and it is known to be fundamentally involved in apoptosis. - Furthermore, ATF-2 and c-Jun are reported to counteract with each other: c-Jun suppresses the transcription of human gastric inhibitory peptide that is increased by ATF-2."	ATF-2;gastric inhibitory peptide
PMC3110823	2011	increases_activity	Role and Mechanism of Arsenic in Regulating Angiogenesis	 Previous study showed that low level of sodium arsenic at 100 nM exposure for long time renders human keratinocytes apoptotic resistant and induces ROS generation     .	sodium;ROS
PMC2714665	2009	decreases_activity	Decreased BRCA1 Confers Tamoxifen Resistance in Breast Cancer Cells by Altering Estrogen Receptor-Coregulator Interactions	" In control cells, mRNAs for progesterone receptor , c-Myc  and cyclin D1  were decreased 40-50% by Tamoxifen, and were either significantly (c-Myc) or moderately increased (progesterone receptor and cyclin D1) by E2 at these time points."	Tamoxifen;(c-Myc)
PMC3104363	2011	increases_activity	IÎºB kinases increase Myc protein stability and enhance progression of breast cancer cells	 IkappaB kinases increase Myc	IkappaB kinases;Myc
PMC2898035	2010	increases_activity	"Estrogenic Activity of Coumestrol, DDT, and TCDD in Human Cervical Cancer Cells"	 coumestrol and TCDD upregulated cyclin A and D protein	coumestrol;D protein
PMC2360641	2006	decreases_activity	 sensitises apoptosis induced by doxorubicin in prostate cancer	 JNK inhibitor or introduction of a dn-JNK	JNK;dn-JNK
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	 ATR activation by BCNU	BCNU;ATR
PMC2249593	2008	decreases_activity	"Curcumin sensitizes TRAIL-resistant xenografts: molecular mechanisms of apoptosis, metastasis and angiogenesis"	 curcumin can also inhibit the activation of NFkappaB	curcumin;NFkappaB
PMC2879254	2010	decreases_activity	Myc interacts with Max and Miz1 to repress C/EBPÎ´ promoter activity and gene expression	" Myc represses the transcription of key growth control , differentiation and tumor suppressor genes including GAS1 , p15INK4 , p21CIP1 , p27KIP1 , p57KIP2 , growth arrest and DNA damage 34 ( GADD34 ) , GADD45 , C and EBPalpha and GADD153 ( C and EBPzeta )           ."	Myc;EBPalpha
PMC2195877	2001	increases_activity	Modulation of the Nuclear Factor Îºb Pathway by Shp-2 Tyrosine Phosphatase in Mediating the Induction of Interleukin (Il)-6 by IL-1 or Tumor Necrosis Factor	 p38 modulate the transactivation potential of NF-kappaB	p38;NF-kappaB
PMC2684528	2009	decreases_activity	Nudel and FAK as Antagonizing Strength Modulators of Nascent Adhesions through Paxillin	" Nudel Knockdown Impairs Nascent Cell Adhesion Independently of Rac1 , Cdc42 , and Dynein"	Nudel;Cdc42
PMC3155019	2011	decreases_activity	Dynamics of the Phosphoinositide 3-Kinase p110Î´ Interaction with p85Î± and Membranes Reveals Aspects of Regulation Distinct from p110Î±	" p110alpha, which is inhibited only by the nSH2"	nSH2;p110alpha
PMC2175150	2000	decreases_activity	Suppression of Pyk2 Kinase and Cellular Activities by Fip200	" Finally , activation of Pyk2 by several biological stimuli correlated with the dissociation of endogenous FIP200 and Pyk2 complex , which provided further support for inhibition of Pyk2 by FIP200 in intact cells ."	Fip200;Pyk2
PMC2518715	2008	decreases_activity	uPAR promotes formation of the p130Casâ€“Crk complex to activate Rac through DOCK180	 beta3 integrin blocked Src	beta3 integrin;Src
PMC2453151	2008	increases_activity	The Protective Mechanism of Antioxidants in Cadmium-Induced Ototoxicity  and 	 Cd2+ induces apoptosis in auditory cells by activating ERK	Cd2+;ERK
PMC2196065	2002	increases_activity	The PAAD/PYRIN-Family Protein ASC Is a Dual Regulator of a Conserved Step in Nuclear Factor ÎºB Activation Pathways	 These experiments revealed that an average small interfering RNA-mediated reduction in endogenous ASC protein levels of \u223c60% was associated with enhanced I\u03baB\u03b1 degradation in cells stimulated with TNF\u03b1 or LPS averaging \u223c23% compared with control small interfering RNA transfected cells.	TNF\u03b1;I\u03baB\u03b1
PMC3092057	2010	decreases_activity	Transforming growth factor-Î_-inducible early response gene 1 is a novel substrate for atypical protein kinase Cs	 KLF11 inducing oligodendroglial cell death by downregulation of Bcl-X	KLF11;Bcl-X
PMC2699591	2009	decreases_activity	A Requirement of Nudel and Dynein for Assembly of the Lamin B Spindle Matrix	" Interestingly , we found that whereas depleting lamin B resulted in disorganized spindle and spindle poles , disrupting the function of Nudel or dynein caused a complete lack of spindle pole focusing ."	lamin;Nudel
PMC2653860	2008	decreases_activity	Rapamycin Induces Transactivation of the EGFR and Increases Cell Survival	" In this manner , mTOR via p70S6K can inhibit insulin or IGF-I receptor- mediated prosurvival and proliferative signaling ."	mTOR;IGF-I receptor-
PMC3072457	2010	increases_activity	GNL3L Depletion Destabilizes MDM2 and Induces p53-Dependent G2/M Arrest	 NS protein induced by guanine	guanine;NS
PMC3174176	2011	increases_activity	Insulin Sensitizing Effects of Oligomannuronate-Chromium (III) Complexes in C2C12 Skeletal Muscle Cells	" As shown in         , the IR mRNA levels of C2C12 cells were increased by each of the treatments compared to the control group , the maximal effect observed with the OM2 treated group where IR mRNA level increased to about 125 % of that of control group            ."	GLUT4;IR
PMC3032325	2010	decreases_activity	Downregulation of microRNA-383 is associated with male infertility and promotes testicular embryonal carcinoma cell proliferation by targeting IRF1	" Meanwhile , both miR-383 mimic and si-IRF1 inhibited serum inducible IRF1 protein expression            ."	si-IRF1;IRF1
PMC2699591	2009	increases_activity	A Requirement of Nudel and Dynein for Assembly of the Lamin B Spindle Matrix	 Depletion of LB3 still allowed the formation of Nudel and dynein containing matrices ( quantifications on the right were carried out blindly ) .	LB3;Nudel
PMC3172902	2011	increases_activity	"Identification and evaluation of a potent novel ATR inhibitor, NU6027, in breast and ovarian cancer cell lines"	" As expected , NU6027 ( but not NU6252 ) significantly potentiated cisplatin ( 1.4-fold ; P = 0.059 at 4 mu and 8.7-fold ; P = 0.0012 at 10 mu ) , doxorubicin ( 1.3-fold ; P = 0.0079 at 4 mu and 2.5-fold ; P < 0.0001 at 10 mu ) , camptothecin ( 1.4-fold ; P = 0.0223 at 4 mu and 2-fold ; P = 0.018 at 10 mu ) and hydroxyurea ( 1.8-fold ; P = 0.0147 at 4 mu and 0.0412 at 10 mu ) ."	NU6027;cisplatin
PMC2606960	2008	increases_activity	The microtubule-binding protein CLIP-170 coordinates mDia1 and actin reorganization during CR3-mediated phagocytosis	 Clustering of CR3 induces the activation of RhoA and the recruitment of downstream effectors                        .	CR3;RhoA
PMC2625402	2008	decreases_activity	"Suppressive Effect of Hydroquinone, a Benzene Metabolite, on In Vitro Inflammatory Responses Mediated by Macrophages, Monocytes, and Lymphocytes"	" hydroquinone enhances Th2 response-mediated allergic diseases via blockade of interferon -\u03b3 production in Th1 cells, enhanced interleukin-4"	hydroquinone;interleukin-4
PMC3081346	2011	increases_activity	MiR-21 Induced Angiogenesis through AKT and ERK Activation and HIF-1Î± Expression	" Overexpression of the miR-21 target , PTEN , also inhibited tumor angiogenesis by partially inactivating AKT and ERK and decreasing the expression of HIF-1 and VEGF ."	PTEN;HIF-1
PMC2429913	2008	decreases_activity	SOCS3 inhibiting migration of A549 cells correlates with PYK2 signaling in vitro	 proteasome-dependent degradation of PYK2	proteasome;PYK2
PMC2195782	2001	decreases_activity	Presenilin 1 Negatively Regulates Î_-Catenin/T Cell Factor/Lymphoid Enhancer Factor-1 Signaling Independently of Î_-Amyloid Precursor Protein and Notch Processing	 Adenomatous polyposis coli ( APC ) and axin combine to positively modulate GSK-3beta activity and promote beta-catenin degradation                                      .	Adenomatous polyposis coli (APC);beta-catenin
PMC3174176	2011	increases_activity	Insulin Sensitizing Effects of Oligomannuronate-Chromium (III) Complexes in C2C12 Skeletal Muscle Cells	" In conclusion , all oligosaccharides OM , OM2 and OM4 enhanced the mRNA expression levels of IR and GLUT4 in C2C12 cells ."	OM2;IR
PMC2175269	2000	decreases_activity	"Tyrosine Phosphorylation of Eps15 Is Required for Ligand-Regulated, but Not Constitutive, Endocytosis"	 Eps15 or microinjection of neutralizing antibodies inhibited endocytosis of both EGFR	Eps15;EGFR
PMC3349648	2012	increases_activity	Phosphorylation of Nicastrin by SGK1 Leads to Its Degradation through Lysosomal and Proteasomal Pathways	" As shown in              , NCT protein levels were reduced in the presence of SGK1 , which were restored by MG132 or Lactacystin treatment in a dose dependent manner ."	MG132;SGK1
PMC3161956	2011	increases_activity	Non-cysteine linked MUC1 cytoplasmic dimers are required for Src recruitment and ICAM-1 binding induced cell invasion	" HEK 293T ( parental ) , MUC1-CFP , and MUC1-CFP-Fv cells were assayed for ( A ) ICAM-1 binding induced calcium oscillations or ( B ) migration through an ICAM-1 positive monolayer , after No treatment , 1 uM AP20187D , or 1 uM AP21998M ."	ICAM-1;calcium
PMC3225357	2011	increases_activity	Xanthine Oxidase-Derived ROS Upregulate Egr-1 via ERK1/2 in PA Smooth Muscle Cells; Model to Test Impact of Extracellular ROS in Chronic Hypoxia	 Egr-1 can promote cell proliferation by increasing cyclin	cyclin;Egr-1
