id,date,type,city,state,ideology,group,description,image
312,7/3/2018,White Supremacist Propaganda,Boulder,CO,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Not Here, Not Ever [eagle with hammer and sickle] ,"" ""Your Future with Communism [skull image],"" ""America: Revolution Is Tradition"" and ""Democracy: The freedom to vote but not get what you voted for.""",
1644,7/3/2018,White Supremacist Propaganda,Monument,CO,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Not Here, Not Ever [eagle with hammer and sickle] ,"" ""Your Future with Communism [skull image],"" ""America: Revolution Is Tradition"" and ""Democracy: The freedom to vote but not get what you voted for.""",
2244,7/3/2018,White Supremacist Propaganda,Saratoga,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers on newspaper bins. The flyers read: ""Keep America American.""",
416,7/2/2018,White Supremacist Propaganda,Buckner,KY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Not Stolen, Conquered,"" ""Democracy: the freedom to vote but not get what you voted for"" and ""To Ourselves and Our Posterity.""",
549,7/2/2018,White Supremacist Propaganda,Chicago,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Life, Liberty and the Pursuit of Victory,"" ""Strong families make strong nations"" and ""Keep America American.""",
767,7/2/2018,White Supremacist Propaganda,Dexter,MI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Building a future, preserving a nation,"" ""Welcome to occupied America..."" and ""Your Future with Communism [skull image].""",
1110,7/2/2018,White Supremacist Propaganda,Houston,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Not here not ever"" and ""Keep America American...""",
1236,7/2/2018,White Supremacist Propaganda,Lafayette,LA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""America: Revolution is Tradition,"" ""America First,"" ""Fake News: Don't Buy It"" and ""Money Does Not Own You.""",
2414,7/2/2018,White Supremacist Propaganda,Tacoma,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers targeting the city's LGBT resource center that read: ""Keep America American.""",
5088,7/2/2018,Terrorist Plot/Attack,Cleveland,OH,Islamist ,al-Qaida,Demetrius Nathaniel Pitts expressed support for al-Qaida online and discussed his willingness to conduct a US-based attack with an undercover agent. He allegedly planned to 'blow up' Cleveland's Fourth of July celebration and scouted locations where he could detonate a bomb downtown. He also discussed attacking various locations in Philadelphia. ,
548,7/1/2018,White Supremacist Propaganda,Chicago,IL,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted stickers featuring their group logo.",
1042,7/1/2018,White Supremacist Propaganda,Harrison,AR,Right Wing (White Supremacist),Knights Party,"The Knights Party hosted a ""bring your gun to church day"" at their Christian Revival Center.",
2198,7/1/2018,White Supremacist Propaganda,San Jose,CA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Our Generation. Our Future. Our Last Chance."" They also posted stickers featuring their group logo.",
2532,7/1/2018,White Supremacist Propaganda,Vancouver,WA,Right Wing (White Supremacist),Daily Stormer Book Club,Approximately five individuals associated with the Daily Stormer Book Club held a flash demonstration.,
5104,7/2018,Terrorist Plot/Attack,Watsonville,CA,Right Wing (Other),,An arsonist was caught on video trying to set fire to a Planned Parenthood clinic in Watsonville in July 2018; firefighter were able to extinguish the blaze before serious damage had occurred. A reward has been offered for the perpetrator.,
1059,6/30/2018,White Supremacist Propaganda,Herndon,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Your Future with Communism [skull image],"" ""Not Stolen, Conquered""  and ""America First.""",
1726,6/30/2018,White Supremacist Propaganda,New Orleans,LA,Right Wing (White Supremacist),Identity Acadia,"Identity Acadia, an alt right group, posted propaganda targeting the Vermillion Newspaper building that read: ""Transplants will not replace us.""",
2276,6/30/2018,White Supremacist Propaganda,Selma,AL,Right Wing (White Supremacist),League of the South,Approximately two dozen League of the South members held a flash demonstration on the Edmund Pettus Bridge.,
2374,6/29/2018,White Supremacist Propaganda,Sterling Heights,MI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not Stolen, Conquered,"" ""Your Future with Communism [skull image]"" and ""Money Does Not Own You.""",
2656,6/29/2018,White Supremacist Propaganda,Wetumpka,AL,Right Wing (White Supremacist),Multiple Groups,Individuals associated with the League of the South and National Socialist Movement attended a conference on private property.,
643,6/28/2018,White Supremacist Propaganda,Columbus,OH,Right Wing (White Supremacist),National Socialist Movement,"National Socialist Movement, a neo-Nazi group, distributed recruitment flyers.",
2203,6/28/2018,White Supremacist Propaganda,San Jose,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Money does not own you,"" ""To ourselves and our posterity,"" ""Democracy: the freedom to vote but not get what you voted for,"" and ""Building a future, preserving a nation.""",
619,6/27/2018,White Supremacist Propaganda,Colorado Springs,CO,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Not Here, Not Ever [eagle with hammer and sickle],"" ""Democracy: The freedom to vote, but not get what you voted for,"" and ""Your Future with Communism [skull image].""",
667,6/27/2018,White Supremacist Propaganda,Covington,VA,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed flyers that read: ""God commands racial segregation...""",
1319,6/27/2018,White Supremacist Propaganda,Lexington,VA,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed flyers that encouraged readers to boycott the restaurant The Red Hen, with the message, ""Penalize anyone who disgraces white womanhood!! What would Generals Lee and Jackson do???"" and ""The cost of illegal immigration....""",
1701,6/27/2018,White Supremacist Propaganda,New Braunfels,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed multiple flyers that read: ""Reclaim America."" ",
2642,6/27/2018,White Supremacist Propaganda,Westford,MA,Right Wing (White Supremacist),,"George Carty was arrested after allegedly distributing racist, anti-Semitic, and white supremacist propaganda in the Nabnasset neighborhood which threatened violence against minorities. Carty also reportedly told police officers that he spray-painted swastikas on two stop signs. ",
454,6/26/2018,White Supremacist Propaganda,Campbell,CA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, alt right group, posted flyers that read: ""Our Generation. Our Future. Our Last Chance.""",
1295,6/26/2018,White Supremacist Propaganda,Las Vegas,NV,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at Summerlin that read: ""Our Future Belongs to Us"" and ""Serve Your People.""",
2053,6/26/2018,White Supremacist Propaganda,Redmond,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers that read: ""Will your speech be hate speech?'",
718,6/23/2018,White Supremacist Propaganda,Decatur,TN,Right Wing (White Supremacist),Wotans Nation,"Approximately 10 people, led by Eric Meadows, participated in a Mid-Summer Blot at the Wotan Nationâ€™s compound .",
839,6/23/2018,White Supremacist Propaganda,Estes Park,CO,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted propaganda stickers at Scandinavian Midsummer Festival.",
1217,6/23/2018,White Supremacist Propaganda,Knoxville,TN,Right Wing (White Supremacist),Multiple Groups,"White supremacists aligned with groups such as ShieldWall Network, the League of the South, and National Socialist Movement demonstrated against the Knox Pridefest. Â Approximately a dozen white supremacists and associates protested against the LGBTQ festival. One of the demonstrators, white supremacist Kynan Dutton, a member of the National Socialist Movement, was arrested by police for allegedly shoving a man to the ground and was subsequently charged with assault.",
304,6/22/2018,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers that read: ""Keep America Americanâ€¦"" and ""Not Stolen, Conquered.""",
2197,6/21/2018,White Supremacist Propaganda,San Jose,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers that read: ""Building a future, preserving a nation,"" ""To ourselves and our posterity"" and Patriots! Reclaim Your Birthright""",
642,6/20/2018,White Supremacist Propaganda,Columbus,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers that read: ""America is Dead, Long Live America. Fight for Rebirth,"" ""Reject Poison,"" ""America: Revolution Is Tradition"" and ""Life, Liberty and the Pursuit of Victory.""",
2600,6/20/2018,White Supremacist Propaganda,Washington D.C.,DC,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted stickers that read: ""Not Stolen, Conquered.""",
976,6/19/2018,White Supremacist Propaganda,Gilroy,CA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers that read: ""Our Generation. Our Future. Our Last Chance.""",
1646,6/19/2018,White Supremacist Propaganda,Morgan Hill,CA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers at Superior Court South County that read: ""Our Generation. Our Future. Our Last Chance.""",
2340,6/19/2018,White Supremacist Propaganda,St Matthews,KY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers that read: ""Building a future,preserving a nation,""  ""Money Does Not Own You"" and ""Your Future with Communism [skull image].""",
69,6/18/2018,White Supremacist Propaganda,Ann Arbor,MI,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted flyers that read: ""Our Generation. Our Future. Our Last Chance.""",
1183,6/18/2018,White Supremacist Propaganda,Kalamazoo,MI,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, left stickers at a Michigan Immigration Rights Center. The group claims to have created a memorial there to Justin Lee, who they claim was killed by an illegal immigrant.",
2017,6/18/2018,White Supremacist Propaganda,Purvis,MS,Right Wing (White Supremacist),American Christian Knights,"American Christian Knights, a Klan group, distributed flyers that read: ""Trump. Like it or not he is our president. He is trying to stop illegal immigration, and the influx of Muslims that murder people.Â  He is trying to lower the national debt, and put Americans back to work. He has done more in the time he has been in office, than Obama did in his entire 8 years in office. Start supporting our president. Join us now.""",
